NewColumn.Index	Attribute	Value
Guid257	vers	v3
Guid242	anonIP	ip151
Guid242	ChartId	chartId_1410209816582_0.010025172793395764
Guid242	vers	v3
Guid243	anonIP	ip152
Guid243	ChartId	chartId_1410209878448_0.7218216732654861
Guid243	vers	v3
Guid244	anonIP	ip152
Guid244	ChartId	chartId_1410209904891_0.4222106825446461
Guid244	vers	v3
Guid245	anonIP	ip152
Guid245	ChartId	chartId_1410209922146_0.14546855966186795
Guid245	vers	v3
Guid253	anonIP	ip153
Guid253	ChartId	chartId_1410214658467_0.11830903625436412
Guid253	vers	v3
Guid256	anonIP	ip153
Guid256	ChartId	chartId_1410215181412_0.7592737545574392
Guid256	vers	v3
Guid258	anonIP	ip154
Guid258	ChartId	chartId_1408513685573_0.39580737519402786
Guid258	vers	v3
Guid259	anonIP	ip155
Guid259	ChartId	chartId_1409508499809_0.2424468777555493
Guid259	vers	v3
Guid260	anonIP	ip155
Guid260	ChartId	chartId_1409512698753_0.3846399115458276
Guid260	vers	v3
Guid261	anonIP	ip156
Guid261	ChartId	chartId_1412730985260_0.8180687315895179
Guid261	vers	v3
Guid262	anonIP	ip157
Guid262	ChartId	chartId_1412732657564_0.5746859841636498
Guid262	vers	v3
Guid263	anonIP	ip157
Guid263	ChartId	chartId_1412732945694_0.7264007571255311
Guid263	vers	v3
Guid264	anonIP	ip158
Guid264	ChartId	chartId_1412746403122_0.6825087949169277
Guid264	vers	v3
Guid265	anonIP	ip159
Guid265	ChartId	chartId_1412717688690_0.21148716804789586
Guid265	vers	v3
Guid266	anonIP	ip160
Guid266	ChartId	chartId_1412753888306_0.911860563476161
Guid266	vers	v3
Guid267	anonIP	ip160
Guid267	ChartId	chartId_1412754013315_0.5890268005676317
Guid267	vers	v3
Guid268	anonIP	ip161
Guid268	ChartId	chartId_1412755794540_0.11277102758417884
Guid268	vers	v3
Guid269	anonIP	ip162
Guid269	ChartId	chartId_1396859139570_0.20126507211170164
Guid269	vers	v3
Guid270	anonIP	ip162
Guid270	ChartId	chartId_1396858883816_0.7865368385920433
Guid270	vers	v3
Guid271	anonIP	ip162
Guid271	ChartId	chartId_1396859031382_0.5904044146482673
Guid271	vers	v3
Guid272	anonIP	ip163
Guid272	ChartId	chartId_1409236268862_0.06338412926500986
Guid272	vers	v3
Guid273	anonIP	ip164
Guid273	ChartId	chartId_1412587499505_0.005357038534181624
Guid273	vers	v3
Guid274	anonIP	ip164
Guid274	ChartId	chartId_1412585459830_0.8397602342810654
Guid274	vers	v3
Guid275	anonIP	ip165
Guid275	ChartId	chartId_1412760468572_0.49759950387208423
Guid275	vers	v3
Guid276	anonIP	ip165
Guid276	ChartId	chartId_1412760475871_0.025704962845131407
Guid276	vers	v3
Guid277	anonIP	ip165
Guid277	ChartId	chartId_1412760542018_0.894109426017464
Guid277	vers	v3
Guid278	anonIP	ip166
Guid278	ChartId	chartId_1396859139570_0.20126507211170164
Guid278	vers	v3
Guid279	anonIP	ip166
Guid279	ChartId	chartId_1396858883816_0.7865368385920433
Guid279	vers	v3
Guid280	anonIP	ip167
Guid280	ChartId	chartId_1412767287735_0.4166223091546858
Guid280	vers	v3
Guid281	anonIP	ip167
Guid281	ChartId	chartId_1412767339387_0.904187297297363
Guid281	vers	v3
Guid282	anonIP	ip168
Guid282	ChartId	chartId_1412012401824_0.66582659904824
Guid282	vers	v3
Guid283	anonIP	ip168
Guid283	ChartId	chartId_1412011211288_0.5339576119771647
Guid283	vers	v3
Guid284	anonIP	ip169
Guid284	ChartId	chartId_1412769770502_0.09503502631572752
Guid284	vers	v3
Guid285	anonIP	ip170
Guid285	ChartId	chartId_1410717172766_0.6302500752883747
Guid285	vers	v3
Guid286	anonIP	ip171
Guid286	ChartId	chartId_1412774811282_0.06470736146967598
Guid286	vers	v3
Guid287	anonIP	ip172
Guid287	ChartId	chartId_1412778976243_0.6846126454400084
Guid287	vers	v3
Guid288	anonIP	ip172
Guid288	ChartId	chartId_1412779097733_0.06957571171644539
Guid288	vers	v3
Guid289	anonIP	ip173
Guid289	ChartId	chartId_1386611735975_0.5554252963896635
Guid289	vers	v3
Guid290	anonIP	ip173
Guid290	ChartId	chartId_1386611823542_0.3426234103532074
Guid290	vers	v3
Guid299	anonIP	ip173
Guid299	ChartId	chartId_1384456478168_0.8236691557336797
Guid299	vers	v3
Guid300	anonIP	ip173
Guid300	ChartId	chartId_1384462254819_0.6075116088271857
Guid300	vers	v3
Guid301	anonIP	ip173
Guid301	ChartId	chartId_1384457041358_0.9234627806555216
Guid301	vers	v3
Guid302	anonIP	ip173
Guid302	ChartId	chartId_1386025007615_0.08402473948577194
Guid302	vers	v3
Guid291	anonIP	ip174
Guid291	ChartId	chartId_1412036000954_0.1372802964227568
Guid291	vers	v3
Guid292	anonIP	ip175
Guid292	ChartId	chartId_1412784247393_0.5449771294399952
Guid292	vers	v3
Guid293	anonIP	ip176
Guid293	ChartId	chartId_1412785059169_0.8089706436998947
Guid293	vers	v3
Guid295	anonIP	ip176
Guid295	ChartId	chartId_1412786590987_0.24490892887339516
Guid295	vers	v3
Guid297	anonIP	ip176
Guid297	ChartId	chartId_1412787106527_0.9724279807611189
Guid297	vers	v3
Guid294	anonIP	ip177
Guid294	ChartId	chartId_1412786005311_0.2828559812086745
Guid294	vers	v3
Guid296	anonIP	ip178
Guid296	ChartId	chartId_1412786949409_0.5270120326119874
Guid296	vers	v3
Guid298	anonIP	ip178
Guid298	ChartId	chartId_1412787130751_0.09325980820579715
Guid298	vers	v3
Guid303	anonIP	ip179
Guid303	ChartId	chartId_1399828990544_0.1658075889424288
Guid303	vers	v3
Guid304	anonIP	ip180
Guid304	ChartId	chartId_1412789570889_0.28036221094324
Guid304	vers	v3
Guid305	anonIP	ip180
Guid305	ChartId	chartId_1412789710366_0.44336071662998266
Guid305	vers	v3
Guid306	anonIP	ip181
Guid306	ChartId	chartId_1412790302572_0.6167460031706202
Guid306	vers	v3
Guid307	anonIP	ip182
Guid307	ChartId	chartId_1412793782391_0.5618736705551919
Guid307	vers	v3
Guid308	anonIP	ip183
Guid308	ChartId	chartId_1412794182524_0.40774350307030765
Guid308	vers	v3
Guid309	anonIP	ip183
Guid309	ChartId	chartId_1412794236815_0.823421791520747
Guid309	vers	v3
Guid310	anonIP	ip184
Guid310	ChartId	chartId_1364752388623_0.3628430321516645
Guid310	vers	v3
Guid311	anonIP	ip185
Guid311	ChartId	chartId_1412796798258_0.9852626172982879
Guid311	vers	v3
Guid312	anonIP	ip186
Guid312	ChartId	chartId_1412801135523_0.19720376864994132
Guid312	vers	v3
Guid313	anonIP	ip187
Guid313	ChartId	chartId_1412805349055_0.8908322124633614
Guid313	vers	v3
Guid314	anonIP	ip188
Guid314	ChartId	chartId_1412806808904_0.6211902748926705
Guid314	vers	v3
Guid315	anonIP	ip189
Guid315	ChartId	chartId_1412811716182_0.926783648031559
Guid315	vers	v3
Guid316	anonIP	ip189
Guid316	ChartId	chartId_1412811753562_0.47164571584247394
Guid316	vers	v3
Guid317	anonIP	ip189
Guid317	ChartId	chartId_1412811917688_0.9371037414591437
Guid317	vers	v3
Guid318	anonIP	ip190
Guid318	ChartId	chartId_1378015171883_0.6293340913635473
Guid318	vers	v3
Guid319	anonIP	ip191
Guid319	ChartId	chartId_1415415509640_0.1482381246717171
Guid319	vers	v3
Guid320	anonIP	ip191
Guid320	ChartId	chartId_1415415603174_0.2689519814502191
Guid320	vers	v3
Guid321	anonIP	ip192
Guid321	ChartId	chartId_1415434423229_0.15253152449766627
Guid321	vers	v3
Guid322	anonIP	ip193
Guid322	ChartId	chartId_1415438704821_0.22956074054123326
Guid322	vers	v3
Guid323	anonIP	ip194
Guid323	ChartId	chartId_1414919309474_0.933062132559926
Guid323	vers	v3
Guid324	anonIP	ip194
Guid324	ChartId	chartId_1414376748084_0.8740428021885565
Guid324	vers	v3
Guid325	anonIP	ip195
Guid325	ChartId	chartId_1415463106736_0.6421723135516408
Guid325	vers	v3
Guid326	anonIP	ip196
Guid326	ChartId	chartId_1415324827051_0.43418698881288275
Guid326	vers	v3
Guid327	anonIP	ip197
Guid327	ChartId	chartId_1415475937851_0.8038049720495989
Guid327	vers	v3
Guid328	anonIP	ip197
Guid328	ChartId	chartId_1415479555056_0.3101288780432874
Guid328	vers	v3
Guid329	anonIP	ip197
Guid329	ChartId	chartId_1415479574632_0.8114375243357264
Guid329	vers	v3
Guid330	anonIP	ip197
Guid330	ChartId	chartId_1415479603454_0.7926960431295053
Guid330	vers	v3
Guid331	anonIP	ip198
Guid331	ChartId	chartId_1415481489740_0.0760625763955019
Guid331	vers	v3
Guid332	anonIP	ip199
Guid332	ChartId	chartId_1404289140791_0.5706777776553441
Guid332	vers	v3
Guid333	anonIP	ip199
Guid333	ChartId	chartId_1404718523636_0.004693853239352841
Guid333	vers	v3
Guid334	anonIP	ip199
Guid334	ChartId	chartId_1404474727149_0.36286448959086337
Guid334	vers	v3
Guid335	anonIP	ip200
Guid335	ChartId	chartId_1414817469749_0.8098929844247773
Guid335	vers	v3
Guid336	anonIP	ip200
Guid336	ChartId	chartId_1414868421776_0.6330669368508691
Guid336	vers	v3
Guid337	anonIP	ip201
Guid337	ChartId	chartId_1414919309474_0.933062132559926
Guid337	vers	v3
Guid338	anonIP	ip201
Guid338	ChartId	chartId_1414376748084_0.8740428021885565
Guid338	vers	v3
Guid339	anonIP	ip202
Guid339	ChartId	chartId_1418011337459_0.9092872238617757
Guid339	vers	v3
Guid340	anonIP	ip203
Guid340	ChartId	chartId_1408261730550_0.5937260337806832
Guid340	vers	v3
Guid341	anonIP	ip203
Guid341	ChartId	chartId_1416468643830_0.014246848593310601
Guid341	vers	v3
Guid342	anonIP	ip203
Guid342	ChartId	chartId_1408261707208_0.5346179574818213
Guid342	vers	v3
Guid343	anonIP	ip203
Guid343	ChartId	chartId_1408262508098_0.16999687175120592
Guid343	vers	v3
Guid344	anonIP	ip203
Guid344	ChartId	chartId_1408262094893_0.848522598737145
Guid344	vers	v3
Guid345	anonIP	ip203
Guid345	ChartId	chartId_1416468681929_0.36435952263906074
Guid345	vers	v3
Guid346	anonIP	ip204
Guid346	ChartId	chartId_1417671002510_0.4981751888913998
Guid346	vers	v3
Guid825	anonIP	ip204
Guid825	ChartId	chartId_1417671002510_0.4981751888913998
Guid825	vers	v4
Guid347	anonIP	ip205
Guid347	ChartId	chartId_1417762706875_0.5020952838834949
Guid347	vers	v3
Guid348	anonIP	ip206
Guid348	ChartId	chartId_1418028774400_0.33022439619526267
Guid348	vers	v3
Guid349	anonIP	ip206
Guid349	ChartId	chartId_1418028774573_0.17716363025829196
Guid349	vers	v3
Guid350	anonIP	ip207
Guid350	ChartId	chartId_1417964954206_0.8064311048268437
Guid350	vers	v3
Guid351	anonIP	ip208
Guid351	ChartId	chartId_1418031722044_0.3487028428540703
Guid351	vers	v3
Guid353	anonIP	ip208
Guid353	ChartId	chartId_1417980709283_0.992299488534739
Guid353	vers	v3
Guid352	anonIP	ip209
Guid352	ChartId	chartId_1417942052542_0.4098396962515255
Guid352	vers	v3
Guid357	anonIP	ip209
Guid357	ChartId	chartId_1417955124878_0.2501250275147801
Guid357	vers	v3
Guid385	anonIP	ip209
Guid385	ChartId	chartId_1418055107075_0.21175060945067042
Guid385	vers	v3
Guid397	anonIP	ip209
Guid397	ChartId	chartId_1418066364441_0.05393260982066195
Guid397	vers	v3
Guid398	anonIP	ip209
Guid398	ChartId	chartId_1418066452888_0.5498777095878748
Guid398	vers	v3
Guid399	anonIP	ip209
Guid399	ChartId	chartId_1418066870733_0.08320232195502564
Guid399	vers	v3
Guid401	anonIP	ip209
Guid401	ChartId	chartId_1418067677663_0.6375733982288623
Guid401	vers	v3
Guid354	anonIP	ip210
Guid354	ChartId	chartId_1418034803966_0.6061987970335669
Guid354	vers	v3
Guid355	anonIP	ip211
Guid355	ChartId	chartId_1416494538855_0.31215517466813286
Guid355	vers	v3
Guid356	anonIP	ip212
Guid356	ChartId	chartId_1418043449208_0.37321081148833584
Guid356	vers	v3
Guid361	anonIP	ip212
Guid361	ChartId	chartId_1418044671303_0.9537596104019305
Guid361	vers	v3
Guid362	anonIP	ip212
Guid362	ChartId	chartId_1418044783840_0.7354367176031996
Guid362	vers	v3
Guid364	anonIP	ip212
Guid364	ChartId	chartId_1418045525600_0.5693598891260594
Guid364	vers	v3
Guid366	anonIP	ip212
Guid366	ChartId	chartId_1418045694790_0.14796742835268806
Guid366	vers	v3
Guid367	anonIP	ip212
Guid367	ChartId	chartId_1418046416729_0.8409471842805376
Guid367	vers	v3
Guid368	anonIP	ip212
Guid368	ChartId	chartId_1418046723558_0.5535901243755388
Guid368	vers	v3
Guid369	anonIP	ip212
Guid369	ChartId	chartId_1418046779359_0.45898259863390345
Guid369	vers	v3
Guid370	anonIP	ip212
Guid370	ChartId	chartId_1418046992552_0.18225913962295331
Guid370	vers	v3
Guid371	anonIP	ip212
Guid371	ChartId	chartId_1418047991865_0.6142050744450572
Guid371	vers	v3
Guid372	anonIP	ip212
Guid372	ChartId	chartId_1418048019574_0.5079477093944194
Guid372	vers	v3
Guid373	anonIP	ip212
Guid373	ChartId	chartId_1418048036714_0.39380569249513913
Guid373	vers	v3
Guid358	anonIP	ip213
Guid358	ChartId	chartId_1418044448538_0.8270170891354351
Guid358	vers	v3
Guid360	anonIP	ip213
Guid360	ChartId	chartId_1418044621925_0.8848647990455634
Guid360	vers	v3
Guid363	anonIP	ip213
Guid363	ChartId	chartId_1418045355419_0.2084342540735128
Guid363	vers	v3
Guid365	anonIP	ip213
Guid365	ChartId	chartId_1418045671765_0.5374977247664072
Guid365	vers	v3
Guid386	anonIP	ip213
Guid386	ChartId	chartId_1418055316424_0.5219008112456802
Guid386	vers	v3
Guid387	anonIP	ip213
Guid387	ChartId	chartId_1418055467557_0.2016887531447114
Guid387	vers	v3
Guid359	anonIP	ip214
Guid359	ChartId	chartId_1418044591852_0.18614741266809204
Guid359	vers	v3
Guid374	anonIP	ip215
Guid374	ChartId	chartId_1418048694849_0.1655043566253937
Guid374	vers	v3
Guid375	anonIP	ip216
Guid375	ChartId	chartId_1418049558734_0.8244270427689244
Guid375	vers	v3
Guid376	anonIP	ip216
Guid376	ChartId	chartId_1418050081827_0.329198749766752
Guid376	vers	v3
Guid377	anonIP	ip216
Guid377	ChartId	chartId_1418051355898_0.16099105065084857
Guid377	vers	v3
Guid378	anonIP	ip216
Guid378	ChartId	chartId_1418051784984_0.963692691471002
Guid378	vers	v3
Guid380	anonIP	ip216
Guid380	ChartId	chartId_1418052287459_0.74308256737848
Guid380	vers	v3
Guid383	anonIP	ip216
Guid383	ChartId	chartId_1418053001770_0.2898544183104584
Guid383	vers	v3
Guid379	anonIP	ip217
Guid379	ChartId	chartId_1417834944219_0.1206840605075088
Guid379	vers	v3
Guid381	anonIP	ip218
Guid381	ChartId	chartId_1418052349944_0.45747247877339686
Guid381	vers	v3
Guid382	anonIP	ip218
Guid382	ChartId	chartId_1418052860704_0.2574885771464792
Guid382	vers	v3
Guid388	anonIP	ip218
Guid388	ChartId	chartId_1418056046192_0.28301824929645996
Guid388	vers	v3
Guid384	anonIP	ip219
Guid384	ChartId	chartId_1418054777768_0.6882322608558391
Guid384	vers	v3
Guid389	anonIP	ip220
Guid389	ChartId	chartId_1418056108650_0.5787294658501798
Guid389	vers	v3
Guid390	anonIP	ip221
Guid390	ChartId	chartId_1418057043648_0.6175193444360048
Guid390	vers	v3
Guid391	anonIP	ip222
Guid391	ChartId	chartId_1418057043648_0.6175193444360048
Guid391	vers	v3
Guid392	anonIP	ip223
Guid392	ChartId	chartId_1418059475447_0.5645730513995251
Guid392	vers	v3
Guid393	anonIP	ip223
Guid393	ChartId	chartId_1418059626945_0.9122755060016365
Guid393	vers	v3
Guid394	anonIP	ip224
Guid394	ChartId	chartId_1418060931556_0.06378075431878832
Guid394	vers	v3
Guid395	anonIP	ip225
Guid395	ChartId	chartId_1418061616961_0.624659795241935
Guid395	vers	v3
Guid396	anonIP	ip226
Guid396	ChartId	chartId_1414375765046_0.29979665022448004
Guid396	vers	v3
Guid400	anonIP	ip227
Guid400	ChartId	chartId_1418034803966_0.6061987970335669
Guid400	vers	v3
Guid402	anonIP	ip228
Guid402	ChartId	chartId_1416951936764_0.04882402525201107
Guid402	vers	v3
Guid403	anonIP	ip229
Guid403	ChartId	chartId_1418072999843_0.30199898748074505
Guid403	vers	v3
Guid404	anonIP	ip229
Guid404	ChartId	chartId_1418073180380_0.42467831939313133
Guid404	vers	v3
Guid405	anonIP	ip229
Guid405	ChartId	chartId_1418073890892_0.014509711603491681
Guid405	vers	v3
Guid406	anonIP	ip229
Guid406	ChartId	chartId_1416327928861_0.5134926498153005
Guid406	vers	v3
Guid1202	anonIP	ip229
Guid1202	ChartId	chartId_1422914807431_0.40737686960137137
Guid1202	vers	v4
Guid407	anonIP	ip230
Guid407	ChartId	chartId_1418074931616_0.9370515707414597
Guid407	vers	v3
Guid408	anonIP	ip230
Guid408	ChartId	chartId_1418075307819_0.08236631541512907
Guid408	vers	v3
Guid409	anonIP	ip230
Guid409	ChartId	chartId_1418075307819_0.787754345452413
Guid409	vers	v3
Guid410	anonIP	ip230
Guid410	ChartId	chartId_1418075356000_0.8411431002896279
Guid410	vers	v3
Guid413	anonIP	ip230
Guid413	ChartId	chartId_1418075910781_0.7074311079923064
Guid413	vers	v3
Guid411	anonIP	ip231
Guid411	ChartId	chartId_1418075642621_0.3363109459338496
Guid411	vers	v3
Guid412	anonIP	ip231
Guid412	ChartId	chartId_1418075755723_0.20861947170487854
Guid412	vers	v3
Guid414	anonIP	ip231
Guid414	ChartId	chartId_1415136759223_0.5581893602133876
Guid414	vers	v3
Guid449	anonIP	ip231
Guid449	ChartId	chartId_1418077070024_0.2189795307922059
Guid449	vers	v3
Guid415	anonIP	ip232
Guid415	ChartId	chartId_1418076491345_0.6851958223424788
Guid415	vers	v3
Guid417	anonIP	ip232
Guid417	ChartId	chartId_1418076923896_0.6840357894742999
Guid417	vers	v3
Guid416	anonIP	ip233
Guid416	ChartId	chartId_1418075755723_0.20861947170487854
Guid416	vers	v3
Guid418	anonIP	ip233
Guid418	ChartId	chartId_1418077070024_0.2189795307922059
Guid418	vers	v3
Guid419	anonIP	ip233
Guid419	ChartId	chartId_1418077251836_0.8557860597937941
Guid419	vers	v3
Guid420	anonIP	ip234
Guid420	ChartId	chartId_1418078034952_0.24255575914867222
Guid420	vers	v3
Guid423	anonIP	ip234
Guid423	ChartId	chartId_1418079642567_0.9650205771904439
Guid423	vers	v3
Guid426	anonIP	ip234
Guid426	ChartId	chartId_1418080143837_0.9644855242222548
Guid426	vers	v3
Guid421	anonIP	ip235
Guid421	ChartId	chartId_1418078047300_0.5082587893785909
Guid421	vers	v3
Guid422	anonIP	ip236
Guid422	ChartId	chartId_1418079621009_0.7442799520213157
Guid422	vers	v3
Guid424	anonIP	ip237
Guid424	ChartId	chartId_1418080044928_0.23094466654583812
Guid424	vers	v3
Guid425	anonIP	ip237
Guid425	ChartId	chartId_1418080130895_0.13821111666038632
Guid425	vers	v3
Guid427	anonIP	ip238
Guid427	ChartId	chartId_1418080312928_0.8392060317564756
Guid427	vers	v3
Guid428	anonIP	ip238
Guid428	ChartId	chartId_1418080701297_0.7858133013360202
Guid428	vers	v3
Guid429	anonIP	ip239
Guid429	ChartId	chartId_1418081156744_0.7877191079314798
Guid429	vers	v3
Guid434	anonIP	ip239
Guid434	ChartId	chartId_1418081507154_0.7163130093831569
Guid434	vers	v3
Guid435	anonIP	ip239
Guid435	ChartId	chartId_1418081618013_0.879408267326653
Guid435	vers	v3
Guid441	anonIP	ip239
Guid441	ChartId	chartId_1418081893103_0.0889204191043973
Guid441	vers	v3
Guid443	anonIP	ip239
Guid443	ChartId	chartId_1418082009177_0.2715121356304735
Guid443	vers	v3
Guid444	anonIP	ip239
Guid444	ChartId	chartId_1418082009417_0.4428258028347045
Guid444	vers	v3
Guid446	anonIP	ip239
Guid446	ChartId	chartId_1418082403944_0.3499674401246011
Guid446	vers	v3
Guid447	anonIP	ip239
Guid447	ChartId	chartId_1418082406206_0.7086615550797433
Guid447	vers	v3
Guid448	anonIP	ip239
Guid448	ChartId	chartId_1418082436188_0.31526086502708495
Guid448	vers	v3
Guid430	anonIP	ip240
Guid430	ChartId	chartId_1418081161537_0.2710573259172204
Guid430	vers	v3
Guid431	anonIP	ip241
Guid431	ChartId	chartId_1418081237189_0.02217582310204269
Guid431	vers	v3
Guid432	anonIP	ip242
Guid432	ChartId	chartId_1418081335316_0.3519674097187817
Guid432	vers	v3
Guid433	anonIP	ip242
Guid433	ChartId	chartId_1418081437953_0.6966595528647304
Guid433	vers	v3
Guid436	anonIP	ip243
Guid436	ChartId	chartId_1418081625349_0.9128369961399585
Guid436	vers	v3
Guid439	anonIP	ip243
Guid439	ChartId	chartId_1418081666294_0.7496474063955247
Guid439	vers	v3
Guid437	anonIP	ip244
Guid437	ChartId	chartId_1418081626312_0.38065226562321186
Guid437	vers	v3
Guid438	anonIP	ip244
Guid438	ChartId	chartId_1418081659246_0.2981076459400356
Guid438	vers	v3
Guid440	anonIP	ip244
Guid440	ChartId	chartId_1418081800780_0.6028540972620249
Guid440	vers	v3
Guid445	anonIP	ip244
Guid445	ChartId	chartId_1418082375912_0.3647660582792014
Guid445	vers	v3
Guid450	anonIP	ip244
Guid450	ChartId	chartId_1418082656257_0.13989127543754876
Guid450	vers	v3
Guid451	anonIP	ip244
Guid451	ChartId	chartId_1418082701615_0.8163535117637366
Guid451	vers	v3
Guid442	anonIP	ip245
Guid442	ChartId	chartId_1418081941638_0.9573583367746323
Guid442	vers	v3
Guid452	anonIP	ip246
Guid452	ChartId	chartId_1418082832631_0.9599965948145837
Guid452	vers	v3
Guid453	anonIP	ip247
Guid453	ChartId	chartId_1419036375802_0.38926189755457696
Guid453	vers	v3
Guid454	anonIP	ip248
Guid454	ChartId	chartId_1420677666133_0.7159443152762539
Guid454	vers	v3
Guid455	anonIP	ip248
Guid455	ChartId	chartId_1420677795278_0.8433670867143403
Guid455	vers	v3
Guid461	anonIP	ip248
Guid461	ChartId	chartId_1420680715521_0.19409888434230243
Guid461	vers	v3
Guid471	anonIP	ip248
Guid471	ChartId	chartId_1420694868710_0.19448663666779314
Guid471	vers	v3
Guid473	anonIP	ip248
Guid473	ChartId	chartId_1420697369836_0.49001833997507066
Guid473	vers	v3
Guid456	anonIP	ip249
Guid456	ChartId	chartId_1420677939836_0.5913054364461968
